,GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,PERSON_ID,PLAYER_FIRST,PLAYER_LAST,IN_TIME_REAL,OUT_TIME_REAL,PLAYER_PTS,PT_DIFF,USG_PCT
20,0041400121,1610612749,Milwaukee,Bucks,203114,Khris,Middleton,10840.0,14360.0,0,-6.0,0.111
21,0041400121,1610612749,Milwaukee,Bucks,203114,Khris,Middleton,14400.0,18470.0,6,-1.0,0.438
22,0041400121,1610612749,Milwaukee,Bucks,203114,Khris,Middleton,19790.0,24720.0,3,1.0,0.158
23,0041400121,1610612749,Milwaukee,Bucks,203114,Khris,Middleton,26970.0,28800.0,4,4.0,0.429
24,0041400121,1610612749,Milwaukee,Bucks,203487,Michael,Carter-Williams,0.0,5630.0,5,-1.0,0.238
25,0041400121,1610612749,Milwaukee,Bucks,203487,Michael,Carter-Williams,9070.0,19790.0,4,-6.0,0.234
26,0041400121,1610612749,Milwaukee,Bucks,203487,Michael,Carter-Williams,24720.0,28800.0,0,0.0,0.077
27,0041400121,1610612749,Milwaukee,Bucks,203507,Giannis,Antetokounmpo,0.0,3910.0,4,-1.0,0.333
28,0041400121,1610612749,Milwaukee,Bucks,203507,Giannis,Antetokounmpo,6330.0,14041.0,6,-11.0,0.212
29,0041400121,1610612749,Milwaukee,Bucks,203507,Giannis,Antetokounmpo,14400.0,17100.0,0,2.0,0.0
30,0041400121,1610612749,Milwaukee,Bucks,203507,Giannis,Antetokounmpo,23530.0,28800.0,2,0.0,0.235
0,0041400121,1610612741,Chicago,Bulls,2200,Pau,Gasol,0.0,7200.0,6,1.0,0.269
1,0041400121,1610612741,Chicago,Bulls,2200,Pau,Gasol,12000.0,14041.0,0,10.0,0.0
2,0041400121,1610612741,Chicago,Bulls,2200,Pau,Gasol,14181.0,21600.0,2,2.0,0.242
3,0041400121,1610612741,Chicago,Bulls,2200,Pau,Gasol,23750.0,28800.0,2,0.0,0.222
4,0041400121,1610612741,Chicago,Bulls,2399,Mike,Dunleavy,0.0,6330.0,3,0.0,0.13
5,0041400121,1610612741,Chicago,Bulls,2399,Mike,Dunleavy,10840.0,21600.0,0,8.0,0.043
6,0041400121,1610612741,Chicago,Bulls,2399,Mike,Dunleavy,25140.0,28800.0,6,2.0,0.167
7,0041400121,1610612741,Chicago,Bulls,201149,Joakim,Noah,0.0,5630.0,2,1.0,0.15
8,0041400121,1610612741,Chicago,Bulls,201149,Joakim,Noah,7200.0,12000.0,0,0.0,0.095
9,0041400121,1610612741,Chicago,Bulls,201149,Joakim,Noah,14041.0,14360.0,0,-2.0,0.0
10,0041400121,1610612741,Chicago,Bulls,201149,Joakim,Noah,14400.0,19540.0,4,4.0,0.15
11,0041400121,1610612741,Chicago,Bulls,201149,Joakim,Noah,21600.0,23750.0,0,1.0,0.0
12,0041400121,1610612741,Chicago,Bulls,201149,Joakim,Noah,25750.0,28800.0,0,2.0,0.0
13,0041400121,1610612741,Chicago,Bulls,201166,Aaron,Brooks,3910.0,9540.0,10,6.0,0.292
14,0041400121,1610612741,Chicago,Bulls,201166,Aaron,Brooks,13430.0,13610.0,0,2.0,0.0
15,0041400121,1610612741,Chicago,Bulls,201166,Aaron,Brooks,13837.0,14041.0,0,1.0,0.0
16,0041400121,1610612741,Chicago,Bulls,201166,Aaron,Brooks,14181.0,14400.0,0,0.0,0.5
17,0041400121,1610612741,Chicago,Bulls,201166,Aaron,Brooks,19790.0,24720.0,3,-1.0,0.227
18,0041400121,1610612741,Chicago,Bulls,201166,Aaron,Brooks,28290.0,28800.0,0,-2.0,0.5
19,0041400121,1610612741,Chicago,Bulls,201565,Derrick,Rose,0.0,3490.0,2,6.0,0.25
20,0041400121,1610612741,Chicago,Bulls,201565,Derrick,Rose,9540.0,13430.0,10,1.0,0.533
21,0041400121,1610612741,Chicago,Bulls,201565,Derrick,Rose,14400.0,19790.0,11,4.0,0.381
22,0041400121,1610612741,Chicago,Bulls,201565,Derrick,Rose,24720.0,28290.0,0,2.0,0.154
23,0041400121,1610612741,Chicago,Bulls,201959,Taj,Gibson,5630.0,14181.0,3,8.0,0.108
24,0041400121,1610612741,Chicago,Bulls,201959,Taj,Gibson,19540.0,25750.0,5,-3.0,0.231
25,0041400121,1610612741,Chicago,Bulls,202703,Nikola,Mirotic,6330.0,10840.0,5,3.0,0.263
26,0041400121,1610612741,Chicago,Bulls,202703,Nikola,Mirotic,14360.0,14400.0,0,0.0,0.0
27,0041400121,1610612741,Chicago,Bulls,202703,Nikola,Mirotic,21600.0,25140.0,0,-1.0,0.077
28,0041400121,1610612741,Chicago,Bulls,202710,Jimmy,Butler,0.0,7200.0,11,1.0,0.192
29,0041400121,1610612741,Chicago,Bulls,202710,Jimmy,Butler,10840.0,20950.0,10,8.0,0.262
30,0041400121,1610612741,Chicago,Bulls,202710,Jimmy,Butler,24720.0,28290.0,4,2.0,0.308
31,0041400121,1610612741,Chicago,Bulls,203503,Tony,Snell,3490.0,3910.0,0,-5.0,0.0
32,0041400121,1610612741,Chicago,Bulls,203503,Tony,Snell,7200.0,10840.0,2,2.0,0.125
33,0041400121,1610612741,Chicago,Bulls,203503,Tony,Snell,13610.0,13837.0,0,0.0,0.0
34,0041400121,1610612741,Chicago,Bulls,203503,Tony,Snell,14041.0,14181.0,0,-2.0,0.0
35,0041400121,1610612741,Chicago,Bulls,203503,Tony,Snell,20950.0,24720.0,2,1.0,0.313
36,0041400121,1610612741,Chicago,Bulls,203503,Tony,Snell,28290.0,28800.0,0,-2.0,0.5
